t,ax,ay,az,temp,gx,gy,gz,roll,pitch,yaw,mx,my,mz,mx_cal,my_cal,mz_cal,naive_hdg,module_hdg,stab_hdg,stab_raw,mag_trust,field_ratio,dip
14.282,0.0234375,0.087890625,1.029296875,28.5,-20.93505859375,159.0576171875,39.6728515625,1.2799072265625,-1.845703125,-164.9542236328125,-644.0,-1394.0,-2821.0,-646.2,-1324.5,-2771.6,151.81,164.95,193.15,184.01,1.0,0.981,66.94
14.313,-0.033203125,0.091796875,0.95654296875,28.47,-9.765625,178.89404296875,33.0810546875,0.8514404296875,2.9388427734375,-164.2236328125,-435.0,-1357.0,-2875.0,-436.7,-1284.8,-2827.2,151.93,164.22,191.91,182.79,1.0,0.98,68.62
14.344,-0.060546875,0.04638671875,0.90087890625,28.45,-12.0849609375,180.908203125,15.13671875,0.6866455078125,8.316650390625,-163.839111328125,-196.0,-1329.0,-2910.0,-197.5,-1254.5,-2864.2,160.43,163.84,191.89,182.13,1.0,0.979,68.01
14.36,-0.0908203125,0.03662109375,0.921875,28.47,-20.08056640625,130.859375,-0.06103515625,0.24169921875,12.6727294921875,-164.11376953125,35.0,-1303.0,-2927.0,33.6,-1226.6,-2883.4,167.15,164.11,191.88,181.57,1.0,0.979,68.67
14.391,-0.21630859375,0.01123046875,0.93017578125,28.48,1.52587890625,103.8818359375,-29.35791015625,-0.1593017578125,15.853271484375,-165.3607177734375,247.0,-1281.0,-2925.0,245.5,-1203.3,-2883.6,160.35,165.36,191.85,182.3,1.0,0.98,66.68
14.422,-0.29638671875,0.00732421875,0.8720703125,28.48,-1.89208984375,103.759765625,-20.6298828125,-0.41748046875,18.65478515625,-166.695556640625,439.0,-1267.0,-2910.0,437.3,-1188.4,-2870.6,156.23,166.7,190.66,182.77,1.0,0.981,66.08
14.453,-0.29833984375,-0.00927734375,0.951171875,28.48,-20.99609375,77.45361328125,0.6103515625,-0.9228515625,21.4068603515625,-167.508544921875,612.0,-1248.0,-2888.0,610.1,-1168.7,-2850.7,167.4,167.51,190.65,181.97,1.0,0.982,67.02
14.485,-0.30908203125,0.00732421875,0.96240234375,28.45,-12.02392578125,57.7392578125,-10.80322265625,-1.4996337890625,23.1756591796875,-168.15673828125,749.0,-1227.0,-2869.0,747.0,-1147.1,-2833.5,172.02,168.16,190.62,182.12,1.0,0.984,68.83
14.516,-0.4482421875,-0.01025390625,0.869140625,28.48,-6.4697265625,45.59326171875,-16.41845703125,-1.988525390625,24.41162109375,-169.07958984375,860.0,-1207.0,-2849.0,857.8,-1126.6,-2815.1,155.78,169.08,190.59,182.49,1.0,0.986,66.2
14.547,-0.44384765625,-0.04296875,0.8359375,28.48,-14.09912109375,48.583984375,-21.8505859375,-2.5653076171875,25.6146240234375,-170.057373046875,956.0,-1185.0,-2830.0,953.7,-1104.2,-2797.6,160.57,170.06,189.45,183.03,1.0,0.987,65.24
14.578,-0.41552734375,-0.04443359375,0.86962890625,28.47,-32.40966796875,52.1240234375,-35.09521484375,-3.7353515625,27.059326171875,-171.2548828125,1051.0,-1148.0,-2813.0,1048.7,-1066.5,-2782.3,169.36,171.25,189.44,183.98,1.0,0.989,67.12
14.61,-0.4296875,-0.0478515625,0.83837890625,28.48,-41.015625,-7.38525390625,-44.00634765625,-5.372314453125,27.7734375,-172.6556396484375,1125.0,-1095.0,-2808.0,1122.9,-1012.4,-2779.0,168.5,172.66,189.43,185.26,1.0,0.99,67.84
14.641,-0.44384765625,-0.09326171875,0.763671875,28.48,-43.5791015625,-18.49365234375,-57.92236328125,-7.9156494140625,27.0263671875,-174.90234375,1177.0,-1000.0,-2824.0,1175.4,-915.4,-2797.1,165.88,174.9,189.41,186.93,1.0,0.992,66.05
14.672,-0.5654296875,-0.15087890625,0.9345703125,28.47,-40.58837890625,-32.53173828125,-51.8798828125,-10.0140380859375,26.048583984375,-176.9073486328125,1190.0,-915.0,-2848.0,1189.0,-828.5,-2822.6,164.97,176.91,189.39,188.41,1.0,0.993,65.56
14.703,-0.52685546875,-0.18017578125,0.822265625,28.5,-34.60693359375,-16.9677734375,-43.212890625,-11.6400146484375,25.048828125,-178.2037353515625,1189.0,-832.0,-2874.0,1188.7,-743.7,-2849.9,163.93,178.2,189.38,189.63,1.0,0.994,64.03
14.735,-0.34814453125,-0.201171875,0.82421875,28.51,-51.20849609375,-10.19287109375,-55.2978515625,-13.4417724609375,24.63134765625,-179.5220947265625,1191.0,-745.0,-2897.0,1191.3,-654.9,-2874.3,184.38,179.52,189.37,191.28,1.0,0.995,65.44
14.766,-0.3671875,-0.205078125,0.93359375,28.5,-44.677734375,-23.86474609375,-63.1103515625,-15.4962158203125,23.70849609375,178.8739013671875,1185.0,-651.0,-2923.0,1186.0,-558.9,-2901.8,186.53,181.13,189.36,193.11,1.0,0.997,68.32
14.797,-0.39697265625,-0.27197265625,0.82666015625,28.48,-18.06640625,-43.51806640625,-60.546875,-16.820068359375,22.181396484375,177.4237060546875,1160.0,-566.0,-2952.0,1161.6,-472.2,-2931.8,178.42,182.58,189.36,194.86,1.0,0.998,64.65
14.828,-0.33251953125,-0.3427734375,0.81591796875,28.5,-18.37158203125,-31.55517578125,-58.837890625,-18.0120849609375,19.940185546875,175.7373046875,1119.0,-497.0,-2982.0,1121.2,-401.7,-2962.5,185.41,184.26,189.38,196.55,1.0,1.0,61.48
14.86,-0.30224609375,-0.2802734375,0.94482421875,28.48,-23.37646484375,-23.86474609375,-49.560546875,-19.05029296875,18.74267578125,174.5892333984375,1067.0,-413.0,-3017.0,1070.0,-316.0,-2998.2,190.13,185.41,189.41,198.0,1.0,1.002,68.47
14.891,-0.32958984375,-0.298828125,0.92578125,28.48,5.2490234375,-32.16552734375,-34.423828125,-19.48974609375,17.73193359375,173.759765625,1031.0,-366.0,-3039.0,1034.4,-268.0,-3020.6,184.05,186.24,190.41,198.94,1.0,1.003,68.28
14.922,-0.28369140625,-0.365234375,0.80224609375,28.51,14.83154296875,-39.1845703125,-28.4423828125,-19.2425537109375,16.4410400390625,173.419189453125,984.0,-344.0,-3062.0,987.7,-245.4,-3043.3,184.73,186.58,190.42,199.68,1.0,1.005,62.35
14.953,-0.18310546875,-0.34619140625,0.771484375,28.5,-15.19775390625,-56.15234375,-5.2490234375,-19.2535400390625,15.018310546875,173.6883544921875,921.0,-331.0,-3089.0,925.1,-232.0,-3069.7,192.72,186.31,190.45,199.54,1.0,1.006,62.08
14.985,-0.20068359375,-0.29150390625,0.916015625,28.47,-21.728515625,-56.70166015625,-4.638671875,-19.7259521484375,13.4307861328125,174.26513671875,845.0,-312.0,-3119.0,849.5,-212.5,-3099.0,191.92,185.73,190.49,199.34,1.0,1.008,68.75
15.016,-0.2529296875,-0.3310546875,1.05419921875,28.48,26.42822265625,-42.1142578125,5.43212890625,-19.4073486328125,12.1783447265625,174.7869873046875,767.0,-307.0,-3146.0,771.8,-207.2,-3125.1,185.08,185.21,191.73,198.86,1.0,1.01,69.33
15.047,-0.17822265625,-0.41259765625,0.9091796875,28.48,33.26416015625,-74.5849609375,30.21240234375,-18.204345703125,10.645751953125,176.1932373046875,670.0,-334.0,-3173.0,674.9,-234.6,-3150.4,186.67,183.81,191.74,197.78,1.0,1.011,61.81
15.078,-0.15966796875,-0.2724609375,1.05615234375,28.5,31.92138671875,-68.603515625,19.47021484375,-17.237548828125,8.6077880859375,177.857666015625,553.0,-373.0,-3198.0,558.0,-274.3,-3173.3,186.31,182.14,191.75,197.02,1.0,1.012,70.78
15.11,-0.09130859375,-0.3330078125,0.9453125,28.5,55.11474609375,-31.43310546875,21.78955078125,-15.1666259765625,7.020263671875,179.4287109375,445.0,-433.0,-3214.0,449.9,-335.4,-3187.0,187.68,180.57,191.77,196.15,1.0,1.013,64.61
15.141,-0.01513671875,-0.3427734375,0.98876953125,28.48,46.2646484375,-21.6064453125,21.66748046875,-13.6395263671875,6.5093994140625,-179.6484375,337.0,-537.0,-3222.0,341.6,-441.4,-3192.0,191.59,179.65,191.8,195.32,1.0,1.014,62.56
15.172,-0.06103515625,-0.15673828125,1.08935546875,28.51,63.04931640625,-79.9560546875,19.4091796875,-11.9256591796875,5.0811767578125,-178.52783203125,248.0,-624.0,-3221.0,252.2,-530.2,-3188.5,184.74,178.53,191.83,194.55,1.0,1.014,72.36
15.203,-0.0634765625,-0.134765625,0.990234375,28.47,70.556640625,-66.162109375,19.6533203125,-9.8712158203125,3.1475830078125,-177.4786376953125,143.0,-725.0,-3211.0,146.7,-633.5,-3175.8,177.41,177.48,191.86,193.77,1.0,1.014,70.97
15.235,-0.00341796875,-0.173828125,0.89208984375,28.5,37.9638671875,-31.6162109375,8.85009765625,-8.3221435546875,2.0379638671875,-176.8304443359375,53.0,-824.0,-3197.0,56.1,-734.7,-3159.3,181.94,176.83,191.89,193.22,1.0,1.015,65.87
15.266,-0.005859375,-0.1044921875,1.06689453125,28.47,29.23583984375,-15.869140625,4.0283203125,-7.415771484375,1.461181640625,-176.50634765625,-13.0,-905.0,-3182.0,-10.3,-817.6,-3142.4,178.62,176.51,191.91,192.65,1.0,1.015,69.82
15.297,0.0654296875,-0.10693359375,1.205078125,28.47,80.26123046875,-50.6591796875,76.7822265625,-5.5755615234375,0.406494140625,-174.803466796875,-96.0,-996.0,-3157.0,-93.9,-910.9,-3115.2,183.36,174.8,191.94,190.11,1.0,1.015,68.6
15.328,-0.05419921875,-0.10400390625,1.115234375,28.51,97.5341796875,-55.96923828125,98.81591796875,-2.889404296875,-0.9613037109375,-171.8975830078125,-209.0,-1108.0,-3115.0,-207.7,-1026.1,-3070.7,164.98,171.9,191.95,186.89,1.0,1.014,65.35
15.36,-0.0947265625,0.0087890625,1.17626953125,28.48,73.8525390625,-47.42431640625,70.9228515625,-0.823974609375,-2.4774169921875,-169.2059326171875,-333.0,-1217.0,-3063.0,-332.6,-1138.4,-3016.2,152.77,169.21,191.95,184.46,1.0,1.013,67.22
15.391,0.06689453125,-0.0078125,1.087890625,28.5,118.22509765625,-24.658203125,118.0419921875,1.636962890625,-3.746337890625,-166.5966796875,-460.0,-1331.0,-2995.0,-460.6,-1256.2,-2945.9,167.66,166.6,191.93,180.65,1.0,1.011,66.16
15.422,0.07763671875,0.06494140625,1.0595703125,28.47,94.78759765625,-32.71484375,93.26171875,5.438232421875,-4.998779296875,-162.301025390625,-627.0,-1487.0,-2886.0,-629.2,-1417.6,-2833.9,161.52,162.3,191.9,177.6,1.0,1.01,66.1
15.453,-0.04345703125,0.11865234375,0.9189453125,28.48,69.15283203125,-40.34423828125,63.90380859375,7.40478515625,-6.558837890625,-160.147705078125,-751.0,-1583.0,-2802.0,-754.2,-1517.3,-2748.2,142.33,160.15,190.39,175.46,1.0,1.009,63.18
15.485,0.0107421875,0.1640625,1.078125,28.48,61.4013671875,8.72802734375,53.28369140625,9.0087890625,-6.8994140625,-158.3349609375,-837.0,-1662.0,-2731.0,-841.1,-1599.4,-2675.9,145.41,158.33,190.36,173.59,1.0,1.009,63.68
15.516,-0.04248046875,0.1513671875,1.10595703125,28.5,66.71142578125,53.77197265625,45.95947265625,10.7171630859375,-5.789794921875,-156.4617919921875,-873.0,-1734.0,-2676.0,-877.9,-1673.8,-2620.0,142.92,156.46,189.03,172.01,1.0,1.009,59.63
15.547,-0.052734375,0.1767578125,1.0224609375,28.48,46.93603515625,54.0771484375,31.31103515625,12.095947265625,-4.3231201171875,-154.9676513671875,-872.0,-1792.0,-2638.0,-877.5,-1733.5,-2581.3,141.18,154.97,189.0,170.87,1.0,1.009,59.74
15.578,0.09423828125,0.21044921875,1.0732421875,28.53,11.23046875,75.927734375,10.1318359375,12.59033203125,-2.603759765625,-153.8031005859375,-838.0,-1829.0,-2623.0,-843.8,-1771.2,-2566.1,154.43,153.8,187.63,170.32,1.0,1.009,64.72
15.61,0.03662109375,0.2509765625,1.22705078125,28.53,9.70458984375,88.623046875,-2.62451171875,12.8045654296875,-0.142822265625,-153.1988525390625,-760.0,-1852.0,-2627.0,-766.0,-1794.1,-2570.2,151.26,153.2,187.6,169.81,1.0,1.008,63.95
15.641,-0.08447265625,0.27685546875,1.07568359375,28.51,4.08935546875,113.6474609375,5.55419921875,12.9693603515625,2.79052734375,-152.55615234375,-649.0,-1864.0,-2641.0,-655.0,-1805.4,-2584.7,141.54,152.56,186.23,169.27,1.0,1.006,64.03
15.672,-0.048828125,0.28271484375,0.955078125,28.48,11.77978515625,109.43603515625,-14.892578125,13.238525390625,6.0260009765625,-152.105712890625,-513.0,-1872.0,-2654.0,-519.0,-1812.6,-2598.4,146.37,152.11,186.21,169.55,1.0,1.003,68.02
15.703,-0.0732421875,0.23095703125,0.92724609375,28.51,-4.08935546875,39.61181640625,-19.287109375,13.2989501953125,7.855224609375,-152.347412109375,-392.0,-1876.0,-2665.0,-398.0,-1815.8,-2610.2,151.12,152.35,184.98,169.96,1.0,1.001,66.23
15.735,-0.2666015625,0.23291015625,1.0673828125,28.48,-20.93505859375,43.5791015625,-31.005859375,12.8265380859375,9.11865234375,-153.1439208984375,-283.0,-1867.0,-2678.0,-289.0,-1805.9,-2624.1,140.88,153.14,184.96,170.77,1.0,0.999,60.95
15.766,-0.17431640625,0.23828125,1.041015625,28.5,-16.9677734375,64.208984375,-25.81787109375,12.1673583984375,10.7830810546875,-153.7371826171875,-171.0,-1847.0,-2694.0,-176.8,-1784.7,-2641.1,150.4,153.74,183.91,171.38,1.0,0.997,65.52
15.797,-0.13037109375,0.22265625,1.015625,28.48,-4.45556640625,58.89892578125,-37.9638671875,11.53564453125,12.7880859375,-154.259033203125,-52.0,-1820.0,-2709.0,-57.7,-1756.4,-2657.4,159.58,154.26,183.89,172.37,1.0,0.995,67.42
15.828,-0.16357421875,0.16943359375,0.91259765625,28.5,-26.123046875,13.24462890625,-51.57470703125,10.821533203125,14.7930908203125,-156.060791015625,106.0,-1787.0,-2720.0,100.5,-1721.9,-2670.2,161.16,156.06,183.86,173.78,1.0,0.993,66.38
15.86,-0.1142578125,0.2060546875,0.8984375,28.5,-29.6630859375,-17.08984375,-68.05419921875,9.5196533203125,14.908447265625,-158.082275390625,197.0,-1747.0,-2734.0,191.7,-1680.6,-2685.5,170.27,158.08,182.79,175.77,1.0,0.991,70.63
15.891,-0.12548828125,0.14208984375,0.83984375,28.47,-39.61181640625,-40.771484375,-101.1962890625,7.9595947265625,14.0570068359375,-160.9002685546875,256.0,-1697.0,-2757.0,251.1,-1629.0,-2709.7,171.11,160.9,182.79,178.72,1.0,0.991,68.39
15.922,-0.259765625,0.13525390625,1.10205078125,28.48,-31.55517578125,-38.75732421875,-84.28955078125,6.240234375,13.0902099609375,-164.036865234375,298.0,-1636.0,-2782.0,293.6,-1566.4,-2735.9,162.88,164.04,182.78,181.16,1.0,0.989,66.19
15.953,-0.24853515625,0.0693359375,0.806640625,28.47,-13.18359375,-37.4755859375,-50.10986328125,5.5206298828125,11.876220703125,-166.0528564453125,316.0,-1587.0,-2802.0,312.0,-1516.1,-2756.7,156.81,166.05,182.77,182.54,1.0,0.988,63.99
15.985,-0.20361328125,0.06103515625,0.78369140625,28.47,-30.21240234375,-14.46533203125,-51.57470703125,4.6087646484375,11.2115478515625,-167.662353515625,331.0,-1539.0,-2822.0,327.4,-1466.9,-2777.5,161.96,167.66,182.76,184.01,1.0,0.987,65.47
16.016,-0.20068359375,0.14111328125,1.060546875,28.51,-35.33935546875,11.23046875,-31.55517578125,3.1365966796875,11.6290283203125,-169.0850830078125,363.0,-1479.0,-2845.0,359.8,-1405.4,-2801.7,169.35,169.09,182.76,184.82,1.0,0.986,70.72
16.047,-0.17138671875,0.015625,0.8857421875,28.51,-17.39501953125,1.3427734375,-32.28759765625,1.944580078125,12.0794677734375,-170.48583984375,402.0,-1423.0,-2863.0,399.2,-1348.0,-2820.9,173.48,170.49,182.76,185.67,1.0,0.985,65.51
16.078,-0.1259765625,0.00830078125,0.765625,28.48,-37.04833984375,-15.93017578125,-30.82275390625,0.999755859375,11.8597412109375,-171.463623046875,440.0,-1355.0,-2886.0,437.7,-1278.3,-2845.2,178.52,171.46,182.77,186.47,1.0,0.985,66.66
16.11,-0.16845703125,0.05322265625,0.9609375,28.5,-63.29345703125,-5.18798828125,-47.4853515625,-1.0052490234375,11.4642333984375,-172.781982421875,457.0,-1279.0,-2915.0,455.3,-1200.4,-2875.4,176.81,172.78,182.79,187.82,1.0,0.984,70.69
16.141,-0.2138671875,0.01708984375,1.08984375,28.51,-38.87939453125,-6.16455078125,-36.07177734375,-2.6806640625,11.22802734375,-174.056396484375,473.0,-1198.0,-2943.0,471.9,-1117.5,-2904.8,174.7,174.06,182.81,188.79,1.0,0.984,70.0
16.172,-0.12060546875,-0.1328125,0.86376953125,28.51,-37.353515625,-4.8828125,-16.6015625,-3.7518310546875,10.909423828125,-174.8638916015625,481.0,-1128.0,-2966.0,480.5,-1045.9,-2928.9,183.94,174.86,182.84,189.15,1.0,0.984,61.9
16.203,-0.08642578125,-0.14306640625,0.8154296875,28.48,-58.89892578125,-20.5078125,-14.09912109375,-5.196533203125,10.4754638671875,-175.31982421875,478.0,-1056.0,-2993.0,478.0,-972.3,-2957.0,187.39,175.32,182.88,189.43,1.0,0.985,61.95
16.235,-0.1826171875,-0.07470703125,1.037109375,28.51,-65.91796875,-25.45166015625,-22.94921875,-7.3553466796875,9.6075439453125,-175.858154296875,459.0,-963.0,-3024.0,459.8,-877.3,-2989.2,177.27,175.86,184.08,190.02,1.0,0.985,69.73
16.266,-0.22314453125,-0.20654296875,0.904296875,28.5,-47.7294921875,-21.1181640625,-17.76123046875,-9.041748046875,8.8330078125,-176.363525390625,434.0,-874.0,-3052.0,435.4,-786.5,-3018.4,171.15,176.36,184.09,190.42,1.0,0.985,62.46
16.297,-0.1943359375,-0.2578125,0.85205078125,28.51,-60.05859375,-8.11767578125,-0.91552734375,-10.5029296875,8.3935546875,-176.4349365234375,410.0,-788.0,-3077.0,412.1,-698.8,-3044.6,173.53,176.43,184.11,189.78,1.0,0.986,60.31
16.328,-0.119140625,-0.18310546875,0.98046875,28.48,-82.51953125,3.2958984375,-0.79345703125,-13.2550048828125,8.1683349609375,-176.220703125,383.0,-655.0,-3109.0,386.0,-563.3,-3078.6,181.88,176.22,184.13,189.14,1.0,0.987,69.21
16.36,-0.08984375,-0.1484375,1.185546875,28.48,-43.8232421875,11.474609375,-7.32421875,-15.0732421875,8.3770751953125,-176.33056640625,378.0,-557.0,-3129.0,381.7,-463.4,-3100.2,190.35,176.33,184.16,189.13,1.0,0.988,74.22
16.391,-0.15625,-0.33740234375,0.8251953125,28.47,-29.35791015625,-14.0380859375,2.13623046875,-15.75439453125,8.074951171875,-176.2261962890625,363.0,-487.0,-3143.0,367.1,-392.1,-3115.3,175.9,176.23,184.2,188.6,1.0,0.99,60.72
16.422,-0.173828125,-0.330078125,0.7939453125,28.51,-42.3583984375,-7.6904296875,-2.0751953125,-16.7431640625,7.767333984375,-176.1163330078125,347.0,-425.0,-3156.0,351.6,-328.9,-3129.2,172.32,176.12,184.23,188.21,1.0,0.991,61.34
16.453,-0.1357421875,-0.23681640625,0.95556640625,28.51,-51.33056640625,-13.12255859375,9.033203125,-18.2318115234375,7.49267578125,-175.93505859375,327.0,-353.0,-3169.0,332.0,-255.7,-3143.3,175.48,175.94,185.26,187.74,1.0,0.993,71.48
16.485,-0.1513671875,-0.27587890625,1.0615234375,28.53,-20.08056640625,-22.4609375,13.671875,-19.1546630859375,7.130126953125,-175.36376953125,297.0,-293.0,-3181.0,302.5,-194.6,-3156.1,173.54,175.36,185.26,187.17,1.0,0.995,71.87
16.516,-0.22265625,-0.36962890625,0.79638671875,28.51,-12.75634765625,-26.85546875,33.14208984375,-19.2095947265625,6.4654541015625,-174.2816162109375,250.0,-259.0,-3192.0,255.7,-160.1,-3167.2,163.37,174.28,185.27,186.02,1.0,0.996,60.98
16.547,-0.15283203125,-0.3671875,0.84716796875,28.5,-18.4326171875,-16.6015625,40.46630859375,-19.500732421875,6.295166015625,-172.869873046875,206.0,-233.0,-3204.0,212.0,-133.7,-3179.2,169.44,172.87,185.27,184.64,1.0,0.999,63.74
16.578,0.02490234375,-0.33203125,0.931640625,28.5,-6.8359375,-9.1552734375,31.79931640625,-19.786376953125,6.416015625,-171.485595703125,170.0,-210.0,-3215.0,176.2,-110.3,-3190.2,192.05,171.49,185.27,183.53,1.0,1.001,67.93
16.61,0.06982421875,-0.31201171875,0.92236328125,28.51,-1.64794921875,-30.70068359375,21.30126953125,-19.775390625,6.13037109375,-170.518798828125,127.0,-200.0,-3226.0,133.4,-100.1,-3200.9,197.24,170.52,185.26,182.71,1.0,1.004,68.53
16.641,-0.06103515625,-0.32568359375,1.0263671875,28.51,51.20849609375,-74.70703125,-9.82666015625,-18.841552734375,4.6966552734375,-169.8870849609375,56.0,-223.0,-3233.0,62.4,-123.7,-3206.8,174.3,169.89,185.26,182.83,1.0,1.005,70.09
16.672,-0.12451171875,-0.33154296875,0.9140625,28.51,37.65869140625,-34.7900390625,-13.12255859375,-16.951904296875,2.274169921875,-169.6783447265625,-60.0,-299.0,-3238.0,-53.9,-201.4,-3209.3,161.56,169.68,185.25,183.08,1.0,1.007,65.12
16.703,-0.03271484375,-0.27734375,0.97607421875,28.53,35.15625,-15.44189453125,-5.2490234375,-15.9027099609375,1.6094970703125,-169.6563720703125,-126.0,-363.0,-3239.0,-120.1,-266.7,-3208.5,169.15,169.66,185.23,182.94,1.0,1.009,69.01
16.735,-0.01171875,-0.25244140625,1.1650390625,28.5,85.693359375,-51.513671875,-10.92529296875,-14.0240478515625,0.5657958984375,-169.6343994140625,-189.0,-448.0,-3234.0,-183.5,-353.4,-3201.3,168.21,169.63,185.22,183.1,1.0,1.01,71.09
16.766,-0.03759765625,-0.27197265625,1.009765625,28.53,121.39892578125,-54.931640625,-20.263671875,-10.7940673828125,-1.07666015625,-169.7003173828125,-262.0,-582.0,-3214.0,-257.3,-490.2,-3178.3,164.41,169.7,185.2,183.58,1.0,1.01,65.27
16.797,-0.01025390625,-0.08447265625,0.9453125,28.51,93.994140625,-15.68603515625,-22.5830078125,-7.1905517578125,-1.9720458984375,-169.82666015625,-324.0,-753.0,-3179.0,-320.4,-664.9,-3139.9,159.42,169.83,185.19,184.13,1.0,1.01,71.83
16.828,-0.02587890625,-0.02978515625,1.1181640625,28.54,90.6982421875,35.82763671875,-47.7294921875,-4.537353515625,-1.483154296875,-170.92529296875,-332.0,-921.0,-3143.0,-329.5,-836.2,-3101.0,156.44,170.93,185.17,185.46,1.0,1.01,71.92
16.86,0.12353515625,-0.03564453125,1.2939453125,28.51,161.31591796875,37.353515625,-28.076171875,-0.5218505859375,-0.5548095703125,-172.0458984375,-301.0,-1114.0,-3087.0,-299.9,-1033.2,-3042.2,179.37,172.05,185.16,186.2,1.0,1.01,69.75
16.891,0.00732421875,0.0888671875,1.11279296875,28.53,135.7421875,-64.27001953125,53.3447265625,5.4107666015625,-1.4227294921875,-171.156005859375,-300.0,-1334.0,-3001.0,-300.7,-1258.3,-2953.0,164.6,171.16,185.14,184.41,1.0,1.009,70.86
16.922,-0.05615234375,0.103515625,1.10107421875,28.51,118.896484375,-69.27490234375,39.12353515625,8.9208984375,-3.5595703125,-170.0518798828125,-386.0,-1601.0,-2857.0,-389.1,-1532.7,-2805.0,156.95,170.05,185.13,183.06,1.0,1.008,64.76
16.953,-0.001953125,0.2900390625,1.1142578125,28.51,147.3388671875,12.3291015625,16.78466796875,13.0902099609375,-4.2022705078125,-169.530029296875,-444.0,-1795.0,-2728.0,-449.1,-1732.6,-2673.5,155.64,169.53,185.11,182.41,1.0,1.007,69.98
16.985,-0.03076171875,0.30517578125,1.119140625,28.5,129.7607421875,23.193359375,35.58349609375,16.8914794921875,-3.80126953125,-168.4423828125,-475.0,-1977.0,-2590.0,-482.1,-1920.3,-2533.5,154.72,168.44,185.09,181.13,1.0,1.006,65.92
17.016,0.029296875,0.234375,0.95654296875,28.51,118.5302734375,54.01611328125,50.048828125,20.6103515625,-2.70263671875,-166.124267578125,-490.0,-2138.0,-2451.0,-499.0,-2086.7,-2393.2,164.11,166.12,185.06,179.44,1.0,1.005,61.88
17.047,-0.00390625,0.32080078125,0.81005859375,28.51,80.56640625,61.1572265625,-14.892578125,23.1591796875,-1.1151123046875,-165.289306640625,-464.0,-2270.0,-2334.0,-474.6,-2222.9,-2275.4,158.35,165.29,185.02,179.75,1.0,1.006,65.73
17.078,-0.072265625,0.3701171875,0.93701171875,28.5,23.681640625,150.81787109375,-8.30078125,24.43359375,2.2137451171875,-164.2510986328125,-380.0,-2365.0,-2254.0,-391.8,-2320.6,-2195.3,156.14,164.25,183.99,179.75,1.0,1.007,62.66
17.11,-0.1298828125,0.31494140625,0.9462890625,28.51,14.5263671875,195.86181640625,9.94873046875,25.0213623046875,7.042236328125,-161.993408203125,-242.0,-2422.0,-2210.0,-254.5,-2378.6,-2151.9,158.76,161.99,183.98,179.17,1.0,1.006,58.27
17.141,-0.234375,0.37744140625,0.94921875,28.48,-41.56494140625,164.85595703125,-15.19775390625,24.7357177734375,12.1893310546875,-159.576416015625,-71.0,-2440.0,-2200.0,-83.8,-2396.3,-2143.1,153.19,159.58,183.97,179.44,1.0,1.006,60.01
17.172,-0.43603515625,0.4091796875,0.8173828125,28.53,-68.4814453125,130.67626953125,-68.9697265625,22.52197265625,17.5286865234375,-159.488525390625,180.0,-2403.0,-2227.0,167.4,-2356.9,-2172.4,134.89,159.49,183.95,181.35,1.0,1.004,59.93
17.203,-0.37646484375,0.29931640625,0.90869140625,28.5,-78.7353515625,174.8046875,-67.138671875,20.1708984375,22.56591796875,-159.884033203125,406.0,-2336.0,-2257.0,393.8,-2287.2,-2205.2,155.92,159.88,183.93,183.18,1.0,1.001,59.52
17.235,-0.3212890625,0.36474609375,0.95458984375,28.51,-47.79052734375,101.13525390625,-14.892578125,18.7811279296875,26.400146484375,-159.356689453125,610.0,-2262.0,-2277.0,598.2,-2210.6,-2228.0,167.12,159.36,183.92,183.4,1.0,0.999,65.94
17.266,-0.4833984375,0.28173828125,0.865234375,28.5,-33.447265625,67.56591796875,-11.16943359375,17.830810546875,28.5150146484375,-159.27978515625,767.0,-2195.0,-2288.0,755.5,-2141.6,-2241.5,154.38,159.28,183.9,183.43,1.0,0.998,62.19
17.297,-0.5546875,0.28515625,0.85400390625,28.48,-63.17138671875,74.52392578125,-35.09521484375,15.9686279296875,30.4815673828125,-159.89501953125,905.0,-2119.0,-2303.0,893.9,-2063.4,-2258.9,150.39,159.9,183.89,184.26,1.0,0.997,63.38
17.328,-0.54296875,0.291015625,0.95654296875,28.51,-33.0810546875,46.7529296875,-9.27734375,14.12841796875,32.6568603515625,-160.411376953125,1029.0,-2039.0,-2314.0,1018.3,-1981.4,-2272.4,161.3,160.41,183.87,184.18,1.0,0.995,65.83
17.36,-0.59765625,0.22216796875,0.86865234375,28.51,-18.798828125,-5.126953125,19.71435546875,13.4637451171875,33.1951904296875,-160.169677734375,1117.0,-1962.0,-2329.0,1106.7,-1902.4,-2289.4,155.9,160.17,183.86,183.3,1.0,0.993,63.89
17.391,-0.51953125,0.1806640625,0.62939453125,28.51,-43.701171875,-30.21240234375,3.72314453125,12.821044921875,31.981201171875,-159.796142578125,1121.0,-1916.0,-2357.0,1111.2,-1855.1,-2317.9,143.95,159.8,183.85,182.54,1.0,0.991,63.5
17.422,-0.45458984375,0.166015625,0.7470703125,28.56,-63.4765625,-52.24609375,-4.33349609375,11.00830078125,30.5914306640625,-160.13671875,1094.0,-1855.0,-2412.0,1084.9,-1792.2,-2373.2,160.02,160.14,183.83,182.1,1.0,0.99,65.48
